Lake Name,Date,Anuraeopsis fissa Gosse 1851,"Anuraeopsis navicula Rousselet, 1911",Ascomorpha ecaudas Perty 1850,Ascomorpha ovalis Bergendal 1892,Ascomorpha saltans Bartsch 1870,Asplanchna herricki De Guerne 1888,Asplanchna priodonta Gosse 1850,Cephalodella gibba Ehrbg. 1832,Collotheca mutabilis Hudson 1885,Collurella ucinata Muller 1773,Conochiloides dossaurius Hudson 1885,Conochilus unicornis Rousselet 1892,Encentrum species,Euchlanis pellucida Harring 1921,Filinia terminalis Platte 1886,Gastropus stylifer Imhoff 1891,Hexarthra mira Hudson 1871,Kellicottia bostonensis Rousselet 1892,Kellicottia longispina Kelicott 1879,Keratella cochlearis Gosse 1851,Keratella crassa Ahlstrom 1943,Keratella earlinae Ahlstrom 1943,Keratella hiemalis Carlin 1943,Keratella serrulata Rylov 1926,Keratella taurocephala Meyers 1938,Keratella tecta Gosse 1841,Lapdella sp,Lecane crepida  Harring 1914,Lecane flexilis Gosse 1886,Lecane luna Muller 1776,Lecane mira Murray 1913,Lecane mucronata Harring & Meyers 1926,Lecane species,Lecane tenuisetta  Harring 1914,lecane tudicola Harring & Meyers 1926,Manfredium eudactylotum Gosse 1886,Microcodon clavus,Monostyla closterocerca Schmarda 1895,Monostyla copeis Harring & Meyers 1926,Monostyla lunaris Ehrbg. 1882,Monostyla obtusa Murray 1913,Ploesoma truncatum Levander 1894,Polyarthra euryptera Wierzejski 1893,Polyarthra major Burckhardt 1900,Polyarthra remata Skorikov 1896,Polyarthra vulgaris Carlin 1943,remove,Synchaeta pectinata Ehrbg.  1892,Total Rotifers,Trichocerca cyclindrica Imhoff 1981,Trichocerca elongata Gosse 1886,Trichocerca insignis Herrick 1885,Trichocerca multicrinis Kelicott 1897,Trichocerca porcellus Gosse 1886,Trichocerca pusilla Jennings 1993,Trichocerca rousseleti Voight 1901,Trichocerca sp,"Trichotria tetractis tetractis (Ehrenberg, 1830) ",Unknown one toe
Middle Settlement,8/3/2004,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.52,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,39.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.32,0.00,3.64,0.00,0.00,61.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Middle Settlement,7/12/2005,0.00,0.00,0.00,2.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.29,0.00,0.00,6.86,2.14,2.14,0.00,0.00,0.00,576.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.29,0.00,0.00,856.71,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
Middle Settlement,8/9/2005,0.00,0.00,0.00,0.00,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.35,0.00,0.18,0.36,0.18,0.54,0.00,0.00,0.00,18.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.62,0.00,0.00,26.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Middle Settlement,7/13/2006,0.81,0.00,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,30.24,0.00,0.27,2.70,0.00,0.81,0.00,1.35,0.00,119.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.85,0.00,0.00,171.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Middle Settlement,8/9/2006,0.00,0.00,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.87,0.00,0.00,0.29,0.00,0.19,0.00,0.19,0.00,65.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.94,0.00,0.00,96.56,0.00,0.00,0.00,0.87,0.00,0.00,0.00,0.00,0.00,0.00
Middle Settlement,7/12/2007,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1328.98,0.00,0.91,1.48,0.00,0.00,0.00,7.27,0.00,50.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.23,0.57,0.00,1474.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Middle Settlement,8/1/2007,38.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,256.50,0.00,0.45,0.15,3.00,0.00,0.00,0.00,0.00,20.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.00,0.00,0.00,0.00,0.00,26.55,0.90,0.00,345.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Middle Settlement,7/1/2008,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.07,0.00,0.00,0.00,4.76,0.00,3.84,0.30,0.36,0.23,0.00,0.89,0.00,50.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.11,0.00,0.00,0.00,2.32,0.00,0.81,65.25,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00
Moss,6/28/1994,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.29,0.00,0.03,5.97,0.78,0.89,0.00,0.03,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.32,0.00,0.00,10.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,8/2/1994,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,1.13,0.00,0.00,0.00,1.64,0.00,6.86,28.01,6.94,2.31,0.00,0.00,0.00,4.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.74,0.00,0.00,55.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,8/24/1994,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.04,0.00,0.00,21.51,43.47,9.70,0.00,0.00,0.00,3.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,119.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,6/19/1995,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,3.94,0.00,0.00,0.00,0.00,0.00,0.44,103.00,37.28,42.76,0.00,0.00,0.00,16.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.47,0.00,0.00,219.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,8/9/1995,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.96,0.00,0.00,0.00,2.16,0.00,0.00,32.29,16.21,5.40,0.00,0.12,0.00,10.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.37,0.00,0.00,97.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,9/13/1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0.00,0.00,4.33,0.00,8.31,7.43,44.51,9.93,0.00,8.13,0.00,3.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,88.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,6/25/1996,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,3.16,0.00,0.00,0.00,0.73,0.00,0.00,14.33,17.17,19.70,0.00,0.00,0.00,7.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,3.89,0.00,11.17,0.00,0.00,78.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,7/15/1996,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.66,0.00,0.00,0.00,0.00,3.14,0.00,0.92,23.28,13.54,4.51,0.00,1.31,0.00,8.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.58,0.00,0.00,98.99,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,1.31
Moss,8/20/1996,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.63,0.00,0.00,0.00,0.00,6.03,0.00,3.00,26.78,73.49,16.39,0.00,0.36,0.00,5.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.91,0.00,1.36,0.00,0.00,146.23,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00
Moss,7/15/1997,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.13,0.00,0.00,0.00,0.00,0.71,0.00,4.84,12.28,0.00,9.09,0.00,0.53,0.00,3.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,18.59,0.00,0.00,69.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,8/19/1997,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,4.22,14.16,0.00,5.72,0.00,0.66,0.00,2.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,6.47,0.00,0.00,34.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,7/13/1998,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.42,0.00,2.08,4.15,0.00,69.65,0.00,0.00,0.00,3.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.91,0.00,2.77,0.00,0.00,94.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,8/18/1998,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.65,0.00,2.40,3.30,0.00,0.00,0.00,0.30,0.00,1.80,9.00,0.00,9.45,0.00,0.00,0.00,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.55,0.00,0.00,0.00,0.00,35.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,6/30/1999,0.00,0.00,2.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.75,12.00,0.00,0.00,0.00,4.25,0.00,2.75,99.50,0.00,49.50,0.00,0.50,0.00,16.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.50,10.50,112.25,0.00,0.00,357.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,8/23/1999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.00,0.49,0.24,0.00,0.00,0.00,0.00,0.00,4.37,46.31,0.00,56.01,0.00,1.21,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.13,0.00,0.00,142.82,1.70,0.00,0.00,1.21,0.00,0.00,0.00,0.00,0.00,0.00
Moss,7/13/2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.95,14.73,0.00,5.61,0.00,0.18,0.00,19.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.03,0.00,14.98,0.00,0.00,81.58,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,8/23/2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.58,19.42,0.00,5.02,0.00,0.00,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.85,0.00,6.50,0.00,0.00,42.16,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,7/18/2001,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.37,0.00,4.20,0.32,0.00,0.00,0.00,4.85,0.00,4.20,29.89,7.27,11.79,0.00,0.65,0.00,1.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.62,0.00,21.65,0.00,0.00,97.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,8/7/2001,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,33.63,0.00,6.88,3.13,0.00,0.00,0.00,0.00,0.00,5.88,14.13,7.13,4.60,0.00,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,22.13,0.00,0.00,99.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,8/14/2002,0.00,0.00,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.92,2.40,0.00,0.00,0.29,0.29,0.00,4.14,33.46,12.60,3.17,0.00,4.42,0.00,9.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.00,0.00,2.89,0.00,0.00,101.15,22.50,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00
Moss,9/17/2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,4.20,4.60,0.30,8.45,0.00,2.05,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.00,1.25,0.00,0.65,28.60,2.85,0.00,0.00,0.10,0.00,0.50,0.00,0.00,0.00,0.00
Moss,7/15/2003,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,1.31,16.20,40.51,3.76,0.00,0.25,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.66,0.00,0.00,64.32,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00
Moss,9/5/2003,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.93,0.00,11.70,13.95,0.00,0.00,0.00,1.35,0.00,27.90,39.60,31.73,6.75,0.00,15.53,0.00,6.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,37.35,0.00,0.23,196.22,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,7/6/2004,0.00,0.00,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.53,0.00,11.34,102.28,8.25,5.72,0.00,0.00,0.00,12.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,6.19,0.00,0.00,151.79,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,8/11/2004,0.00,0.00,1.06,0.00,0.00,0.00,0.00,0.00,4.58,0.00,0.00,6.96,0.00,0.00,0.00,0.16,0.00,1.72,53.76,4.34,1.88,0.00,0.41,0.00,16.20,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.72,0.00,0.00,0.00,4.83,0.00,0.25,98.18,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00
Moss,7/20/2005,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,0.50,2.75,0.00,0.00,0.00,0.00,0.00,4.75,18.75,94.00,4.75,0.00,0.50,0.00,7.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.75,0.00,0.00,207.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,8/17/2005,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,2.55,0.00,0.00,15.05,0.00,0.00,0.51,0.00,0.00,5.87,51.77,17.09,3.57,0.00,0.00,0.00,14.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.55,0.00,0.00,165.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,8/16/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.60,0.10,0.00,0.00,0.00,0.50,0.00,1.30,6.00,2.90,0.40,0.00,0.50,0.00,3.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,7/13/2007,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0.00,6.60,0.00,0.00,0.00,5.60,0.00,13.80,49.00,65.60,1.80,0.00,0.00,0.00,12.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.60,0.00,0.00,0.00,44.20,2.60,0.00,214.80,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.20
Moss,7/31/2007,0.00,0.00,0.88,0.00,0.00,0.88,0.00,0.00,3.51,0.00,4.82,2.63,0.00,0.00,0.00,2.63,0.00,46.48,64.89,69.72,6.58,0.00,1.75,0.00,8.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.32,0.00,0.00,0.00,128.47,6.58,0.00,368.75,25.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,6/30/2008,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,6.65,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,16.62,161.72,158.95,4.43,0.00,33.23,0.00,53.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.00,137.91,0.00,0.55,590.95,14.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,8/6/2008,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,7.62,0.00,0.00,0.00,2.42,0.00,16.27,113.54,181.38,4.85,0.00,51.23,0.00,24.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00,60.23,0.00,0.69,466.96,0.00,0.69,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00
Moss,7/7/2010,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.22,3.12,0.00,0.00,0.00,4.12,0.00,21.87,24.79,195.48,7.34,0.00,3.97,0.00,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.75,0.00,0.00,275.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,8/12/2010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.51,0.00,0.00,2.41,0.00,0.00,0.00,2.66,0.00,4.83,19.91,5.98,5.18,0.00,5.03,0.00,7.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,7/13/2011,0.00,0.00,2.11,0.00,0.00,0.00,0.53,0.00,4.22,0.00,0.00,0.00,0.00,0.00,0.00,7.39,0.00,11.09,378.56,36.43,15.31,0.00,8.98,0.00,50.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.00,0.00,0.00,4.22,0.00,0.00,520.59,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moss,8/9/2011,0.00,0.00,0.52,0.00,0.00,0.52,0.00,0.00,3.80,0.00,0.35,0.00,0.00,0.00,0.00,1.73,0.00,6.04,53.02,7.25,6.74,0.00,0.86,0.00,11.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.49,0.00,0.52,99.31,1.55,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00
Moss,7/10/2012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.44,0.00,0.48,1.68,0.00,0.00,0.00,0.58,0.00,5.56,82.60,3.06,9.65,0.00,2.02,0.00,13.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.31,0.00,0.00,124.49,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
North,6/29/1994,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.16,0.00,0.00,0.00,0.00,16.95,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.00,135.26,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.92,0.00,0.00,169.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
North,7/27/1994,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.55,0.00,0.00,0.00,0.00,1.15,0.00,0.00,0.00,0.22,0.22,0.00,0.00,0.00,42.96,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.91,0.00,0.00,48.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
North,8/31/1994,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.00,11.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.30,0.00,0.00,71.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
North,6/19/1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.38,0.00,0.38,0.00,0.00,0.05,0.00,0.00,0.00,10.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.79,0.00,0.00,14.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
North,8/8/1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,6.76,0.00,1.32,0.00,0.12,0.12,0.00,0.00,0.00,23.16,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,2.34,0.00,0.00,34.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
North,9/13/1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,1.51,0.00,0.00,0.00,0.00,8.34,0.00,30.96,0.62,0.00,0.00,0.00,0.00,0.00,26.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.30,69.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
North,6/17/1996,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.39,0.00,0.00,0.00,0.00,0.00,0.00,13.31,0.00,1.48,0.00,0.00,0.22,0.00,0.00,0.00,42.96,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.72,0.00,0.00,78.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
