Lake Name,Date,Anuraeopsis fissa Gosse 1851,"Anuraeopsis navicula Rousselet, 1911",Ascomorpha ecaudas Perty 1850,Ascomorpha ovalis Bergendal 1892,Ascomorpha saltans Bartsch 1870,Asplanchna herricki De Guerne 1888,Asplanchna priodonta Gosse 1850,Cephalodella gibba Ehrbg. 1832,Collotheca mutabilis Hudson 1885,Collurella ucinata Muller 1773,Conochiloides dossaurius Hudson 1885,Conochilus unicornis Rousselet 1892,Encentrum species,Euchlanis pellucida Harring 1921,Filinia terminalis Platte 1886,Gastropus stylifer Imhoff 1891,Hexarthra mira Hudson 1871,Kellicottia bostonensis Rousselet 1892,Kellicottia longispina Kelicott 1879,Keratella cochlearis Gosse 1851,Keratella crassa Ahlstrom 1943,Keratella earlinae Ahlstrom 1943,Keratella hiemalis Carlin 1943,Keratella serrulata Rylov 1926,Keratella taurocephala Meyers 1938,Keratella tecta Gosse 1841,Lapdella sp,Lecane crepida  Harring 1914,Lecane flexilis Gosse 1886,Lecane luna Muller 1776,Lecane mira Murray 1913,Lecane mucronata Harring & Meyers 1926,Lecane species,Lecane tenuisetta  Harring 1914,lecane tudicola Harring & Meyers 1926,Manfredium eudactylotum Gosse 1886,Microcodon clavus,Monostyla closterocerca Schmarda 1895,Monostyla copeis Harring & Meyers 1926,Monostyla lunaris Ehrbg. 1882,Monostyla obtusa Murray 1913,Ploesoma truncatum Levander 1894,Polyarthra euryptera Wierzejski 1893,Polyarthra major Burckhardt 1900,Polyarthra remata Skorikov 1896,Polyarthra vulgaris Carlin 1943,remove,Synchaeta pectinata Ehrbg.  1892,Total Rotifers,Trichocerca cyclindrica Imhoff 1981,Trichocerca elongata Gosse 1886,Trichocerca insignis Herrick 1885,Trichocerca multicrinis Kelicott 1897,Trichocerca porcellus Gosse 1886,Trichocerca pusilla Jennings 1993,Trichocerca rousseleti Voight 1901,Trichocerca sp,"Trichotria tetractis tetractis (Ehrenberg, 1830) ",Unknown one toe
G,8/2/2004,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,16.19,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,37.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.05,45.24,0.00,0.00,159.05,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.71
G,7/11/2005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.95,0.00,0.00,0.00,0.00,20.72,0.00,0.00,0.00,26.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,7.62,31.17,0.00,0.00,122.19,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00
G,8/8/2005,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.97,0.00,0.00,0.00,1.04,90.00,0.00,0.00,0.00,212.78,4.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.32,103.01,0.00,0.00,434.40,0.00,0.00,0.00,1.56,0.00,0.00,0.00,0.00,0.00,0.00
G,7/11/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,0.00,68.91,0.00,0.00,0.00,0.00,18.28,0.00,0.00,0.00,66.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.16,0.00,0.00,199.41,0.00,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00
G,8/8/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.47,0.00,0.00,0.00,0.00,2.44,0.00,0.00,0.00,0.00,11.81,0.00,0.00,0.00,23.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.06,0.00,0.00,74.53,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00
G,7/13/2007,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.80,0.00,0.00,0.00,0.00,26.46,0.00,0.00,0.00,140.69,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.49,0.00,0.00,0.00,89.57,16.29,0.57,277.65,0.00,0.00,0.00,3.51,0.00,0.00,0.00,0.00,0.00,0.00
G,8/2/2007,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.79,0.00,0.00,0.00,0.00,53.16,0.00,0.00,0.00,58.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.64,9.41,0.00,145.67,0.00,0.00,0.00,1.59,0.00,0.00,0.00,0.00,0.00,0.00
G,8/7/2008,0.00,0.00,3.68,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.07,0.00,0.00,0.00,0.00,20.38,0.00,0.00,0.00,93.76,3.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.00,0.00,43.14,0.00,0.00,170.74,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00
G,7/20/2010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.96,0.00,0.00,0.00,369.39,49.16,0.00,0.00,0.00,245.97,126.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,213.08,0.00,0.00,1023.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,8/17/2010,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.42,0.00,0.19,0.00,3.71,19.10,0.00,0.00,0.00,102.19,0.37,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.71,0.00,0.00,0.00,15.95,0.00,0.37,155.42,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00
G,7/12/2011,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.72,0.00,0.68,0.00,6.97,2.03,0.00,0.00,0.00,23.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.66,0.00,0.00,72.68,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00
G,8/8/2011,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.57,0.00,2.11,1.13,0.00,0.00,0.00,7.41,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.40,0.00,0.00,17.85,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00
G,7/9/2012,0.00,0.00,0.17,1.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.49,0.00,0.00,0.00,1.74,2.55,0.00,0.00,0.00,41.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.94,0.00,0.00,0.00,2.35,0.00,0.00,54.25,0.15,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00
Grass,6/20/1994,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,6.31,1.58,0.00,2.00,0.00,183.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,7/25/1994,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.97,0.00,0.00,0.00,4.03,8.07,0.00,0.40,0.00,419.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.91,0.00,0.00,451.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,8/23/1994,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.00,1.19,1.00,0.00,0.00,0.00,30.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,6/13/1995,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,17.01,0.00,0.00,0.00,1.26,0.31,0.00,0.00,0.00,36.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.98,0.00,0.00,81.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,8/15/1995,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.73,0.00,0.00,0.00,37.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,9/7/1995,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.28,0.00,0.00,0.00,2.48,2.07,0.00,0.00,0.00,62.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.00,0.35,0.00,0.00,72.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,6/18/1996,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,57.60,0.00,1.80,0.00,7.18,1.80,0.00,0.00,0.00,208.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.20,0.00,0.00,330.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,7/19/1996,0.00,0.00,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.91,0.00,0.80,0.00,0.97,1.94,0.00,0.00,0.00,100.99,0.00,0.00,0.00,0.00,0.00,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.66,0.00,0.00,148.40,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42
Grass,8/14/1996,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.01,0.00,0.00,0.00,2.95,2.46,0.00,0.00,0.00,74.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.90,0.00,0.00,95.91,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,7/8/1997,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.71,0.00,0.38,0.00,0.00,12.84,0.00,0.76,0.00,183.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.39,0.00,0.00,237.06,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00
Grass,8/12/1997,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.06,0.00,0.49,0.00,0.00,0.13,0.00,0.00,0.00,29.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.52,0.00,0.00,67.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,7/9/1998,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,9.26,0.00,0.00,26.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,8/12/1998,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.75,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.38,0.00,9.11,0.00,0.00,102.37,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,7/8/1999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,7.24,0.00,0.00,0.00,13.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.02,0.00,0.00,0.00,25.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,8/18/1999,0.00,0.00,4.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.74,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,116.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.04,21.50,0.00,0.00,171.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,7/20/2000,0.00,0.00,3.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164.80,0.00,0.77,0.00,0.00,3.32,0.00,0.00,0.00,143.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.83,6.80,2.47,0.00,0.00,329.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,8/16/2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.01,0.00,0.38,0.00,0.00,3.23,0.00,0.00,0.00,124.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.56,0.00,3.36,0.00,0.00,166.48,0.00,0.00,0.00,1.64,0.00,0.00,0.00,0.00,0.00,0.00
Grass,7/11/2001,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,18.08,0.00,0.15,0.00,0.00,1.43,0.00,0.00,0.00,10.80,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,1.05,0.00,0.00,32.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,9/7/2001,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.64,0.00,1.59,0.00,0.00,0.39,0.00,0.00,0.00,53.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.24,0.00,0.00,122.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,9/13/2002,0.00,0.00,1.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,1.80,0.00,0.00,0.00,70.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,81.30,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00
Grass,9/18/2002,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,7.20,8.40,0.00,0.00,0.00,131.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,160.65,0.00,0.00,0.00,0.30,0.00,2.25,0.00,0.00,0.00,0.00
Grass,7/9/2003,0.00,0.00,5.67,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,10.94,0.00,0.00,0.00,0.00,5.13,0.00,0.00,0.00,42.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,5.13,0.00,0.00,72.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,8/6/2003,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.19,0.00,0.00,0.00,8.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,4.69,8.63,0.00,0.00,173.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,7/13/2004,0.00,0.00,3.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.07,0.00,0.00,0.00,0.86,17.96,0.00,0.00,0.00,123.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.86,5.42,0.00,0.00,245.68,0.00,0.00,0.00,0.00,0.00,0.00,4.85,0.00,0.00,0.00
Grass,8/3/2004,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.50,0.00,0.00,0.00,0.15,2.85,0.00,0.00,0.00,32.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,5.25,3.45,0.00,0.00,73.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,7/12/2005,0.00,0.00,2.43,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,44.96,0.00,0.00,0.00,3.85,2.43,0.00,0.00,0.00,20.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.57,0.00,0.00,89.71,0.00,0.00,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00
Grass,8/9/2005,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.01,0.00,0.00,0.00,0.24,0.95,0.00,0.00,0.00,22.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.00,27.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grass,7/13/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.70,0.00,0.00,0.00,4.50,10.13,0.00,0.00,0.00,108.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.60,0.00,0.00,148.28,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00
Grass,8/9/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25,0.00,0.00,0.00,1.25,3.25,0.00,0.00,0.00,113.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,136.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
Hell diver,8/22/2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,16.50,837.75,0.00,0.00,0.00,28.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,0.00,14.25,0.00,0.00,919.50,0.00,0.00,0.00,2.25,0.00,0.00,0.00,0.00,0.00,0.00
Hell diver,9/18/2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,15.46,0.00,37.25,0.00,11.25,66.78,0.00,0.00,0.00,50.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.17,14.76,0.00,0.00,0.00,215.16,0.00,0.00,0.00,2.46,0.00,0.00,0.00,0.00,0.00,0.00
Hell diver,7/10/2003,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,17.00,0.00,0.00,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,232.00,0.00,0.00,0.00,8.00,0.00,0.00,3.00,0.00,0.00,0.00
Hell diver,8/7/2003,0.00,0.00,0.00,0.00,0.00,0.00,7.07,0.00,0.00,0.00,2.13,0.00,0.00,0.00,0.00,4.67,0.00,0.62,0.00,1.96,14.49,0.00,0.00,0.00,44.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.80,0.00,0.00,80.37,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00
Hell diver,7/21/2004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.24,0.00,209.43,0.90,3.11,10.98,0.00,0.00,0.00,38.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.91,0.00,0.00,297.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hell diver,7/12/2005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.25,0.00,29.75,0.00,7.00,444.75,0.00,0.00,0.00,485.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,0.00,0.00,20.25,0.00,0.00,1076.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00
Hell diver,8/11/2005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.31,30.19,0.00,0.00,0.00,17.06,0.00,500.06,0.00,5.25,97.13,0.00,0.00,0.00,305.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.06,45.94,0.00,0.00,69.56,0.00,0.00,1092.00,0.00,0.00,0.00,2.63,0.00,0.00,0.00,0.00,0.00,0.00
Hell diver,7/24/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.05,0.00,150.53,0.00,5.40,26.33,0.00,0.00,0.00,70.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.80,0.00,8.10,0.00,0.00,303.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hell diver,8/11/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.64,0.00,103.42,0.00,0.00,3.31,0.00,0.00,0.00,142.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.14,71.78,0.00,11.33,0.00,0.00,355.11,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.00,0.00
Ice house,8/22/2002,0.00,0.00,0.20,0.00,0.00,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.20,0.00,3.20,0.00,0.30,4.50,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.00,0.00,13.30,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00
